36.5,652.33
35.61,676.94
45.5,686.14
46.5,643.23
56.5,688.68
57.5,640.64
67.5,697.23
68.5,632.55
78.5,700.23
79.5,628.86
89.5,707.5
90.5,622.5
100.5,712.05
101.5,622.45
111.5,717.55
112.5,616.18
122.5,723.95
123.5,612.5
133.5,734.91
134.5,612.05
144.5,745.41
145.5,603.86
155.5,748.23
156.5,602.5
166.5,756.77
167.5,602.5
177.5,759.36
178.5,599.77
188.5,767.45
189.5,592.5
199.5,767.5
200.5,592.5
210.5,767.5
211.5,592.45
221.5,772.95
222.5,586.18
232.5,777.64
233.5,582.5
243.5,784.64
244.5,582.5
254.5,787.5
255.5,582.5
265.5,788.23
266.5,582.5
276.5,796.77
277.5,582.5
287.5,797.5
288.5,582.5
298.5,800.23
299.5,578.86
309.5,807.5
310.5,572.5
320.5,807.5
321.5,572.45
331.5,807.55
332.5,566.18
342.5,813.82
343.5,562.5
353.5,817.5
354.5,562.5
364.5,817.95
365.5,562.5
375.5,826.14
376.5,562.5
386.5,827.5
387.5,562.5
397.5,829.36
398.5,562.5
408.5,837.45
409.5,558.86
419.5,841.14
420.5,552.5
430.5,852.05
431.5,552.5
441.5,863
442.5,552.5
450,871.42
453.5,552.5
457.5,889.14
464.5,552.5
468.5,900.18
475.5,552.5
479.5,911.14
486.5,552.5
490.5,922.05
497.5,552.5
501.5,933
508.5,552.5
512.5,943.95
519.5,552.5
523.2,954.6
530.9,552.5
534.5,965.86
541.5,552.5
545.5,976.86
552.5,552.36
556.5,986.77
563.5,545.36
567.5,989.36
574.5,542.05
578.5,997.45
579.5,885.19
583.5,902.33
585.5,533.14
588.5,873
589.5,1001.14
588.25,925.63
594,932.69
596.5,523.23
599.5,862.05
600.5,1007.5
602,950.55
607.5,520.64
610.5,857.5
611.5,1000.18
607.5,958.5
608.25,975.63
614,982.69
618.5,509.82
621.5,857.5
617.5,995.5
628.5,500.28
632.5,857.5
636.5,482.33
643.5,857.5
646.5,472.05
654.5,857.5
657.5,460.91
665.5,855.41
668.5,452.55
676.5,847.77
679.5,448.86
687.5,847.5
690.5,442.5
698.5,842.95
697,445.75
702,460.55
709.5,837.5
707.5,468.5
707.5,479.5
708.7,496.9
714.5,503
720.5,837.5
722,520.55
731.5,837.5
727.83,533.83
733.5,542.33
742.5,560.95
742.5,837.23
752.5,571.11
753.5,828.68
757.83,583.83
764.5,593.14
764.5,827.5
775.5,602.05
775.5,827.5
786.5,602.5
786.5,824.64
797.5,606.18
797.5,817.64
808.5,612.45
808.5,817.5
819.5,612.5
819.5,812.05
830.5,612.5
830.5,807.5
841.5,612.5
841.5,812.95
852.5,612.77
852.5,817.5
863.5,621.32
863.5,817.77
874.5,622.5
874.5,825.86
885.5,622.5
885.5,836.14
896.5,625.36
896.5,837.5
907.5,632.36
907.5,833.82
918.5,632.5
915.83,825.67
923.5,807.95
929.5,632.5
933.5,798.11
940.5,632.5
940,781.42
948.5,777.55
951.5,639.77
959.5,772.05
962.5,642.5
970.5,767.5
973.5,642.5
981.5,767.5
984.5,642.5
992.5,767.23
995.5,642.5
1003.5,758.95
1006.5,642.5
1014.5,765.41
1017.5,640.64
1025.5,767.5
1028.5,637.09
1036.5,767.5
1039.5,642.5
1047.5,767.5
1046.5,644.67
1052.5,660.95
1058.5,767.5
1063.5,671.32
1069.5,762.05
1074.5,673.86
1080.5,751.14
1085.5,682.05
1091.5,740.23
1096.5,682.5
1102.5,737.5
1107.5,682.5
1113.5,737.5
1118.5,682.5
1124.5,737.5
1129.5,682.5
1135.5,738.23
1140.5,682.5
1146.5,747.95
1151.5,677
1157.5,759.09
1162.5,666.05
1167.5,768.89
1173.5,655.09
1174.64,786.07
1183.5,794.91
1184.5,644.14
1194.5,805.86
1195.5,633.14
1205.5,816.86
1206.5,622.05
1216.5,827.95
1217.5,612.77
1227.08,846.54
1228.5,609.77
1237.5,848.94
1239.5,598.86
1244.64,866.07
1250.5,587.95
1253.5,874.91
1261.5,582.45
1264.5,885.41
1272.5,576.05
1275.5,888.23
1283.5,565.36
1286.5,896.77
1290,731.42
1288.25,755.63
1294.5,562.05
1294,762.69
1297.5,897.5
1295.83,725.92
1300,701.42
1297.5,779.5
1298.7,796.9
1305.5,553.86
1304.5,803
1305.83,695.67
1308.5,900.23
1308.25,825.63
1313.5,677.95
1314,832.69
1316.5,551.32
1319.5,907.5
1318.25,855.63
1323.5,668.11
1324,862.69
1327.5,542.77
1330.5,907.5
1330,651.42
1328.25,885.63
1334,892.69
1338.5,539.77
1335.83,645.67
1337,906.25
1343.5,627.95
1349.5,532.5
1353.5,618.11
1360.5,532.5
1360,601.42
1368.5,597.55
1371.5,527.05
1379.5,592.05
1382.5,522.5
1390.5,581.14
1393.5,522.5
1401.5,570.18
1404.5,522.5
1412.5,559.23
1414,523.31
1417.5,539.5
1417.5,550.5
