54.7,177.5
55.7,181.7
57.7,176.9
57.5,184.67
58.7,153.5
58.5,157.5
58.5,160.5
58.5,163.5
58.5,166.5
58.5,169.5
58.75,181.25
58.75,187.25
59.75,173
59.5,190.33
60.7,146.5
60.5,150.5
60.75,177
61.5,153.83
61.5,156.83
61.5,159.83
61.5,162.83
61.5,165.83
61.5,168.83
61.5,180.83
61.5,183.83
61.5,186.83
61.3,192.7
62.5,142.75
62.5,172.75
62.75,195.25
63.5,147.25
63.5,150.83
63.5,177.25
63.5,189.25
64.7,139.5
64.7,154.5
64.5,158.5
64.5,161.5
64.5,164.5
64.5,167.5
64.5,170.5
64.7,181.5
64.5,185.5
65.7,144.5
65.7,174.5
65.7,192.5
65.5,196.5
65.5,199.5
65.25,202.75
66.7,149.5
66.75,188
66.7,206.3
67.7,136.5
67.5,140.5
67.7,154.5
67.5,158.5
67.5,161.5
67.5,164.5
67.5,167.5
67.5,170.5
67.7,178.5
67.5,182.5
67.5,185
68.7,144.5
68.75,174
68.7,192.5
68.5,196.5
68.5,199.5
68.5,202.5
68.7,210.1
69.5,149.75
69.5,188.17
69.5,206.17
70.7,133.1
70.5,137.17
70.5,140.17
70.7,154.1
70.5,158.17
70.5,161.17
70.5,164.17
70.5,167.17
70.5,170.17
70.7,178.1
70.5,182.17
70.5,185.17
71.75,143.75
71.5,147.17
71.75,173.75
71.75,191.75
71.5,195.17
71.5,198.17
71.5,201.17
71.5,204.17
71.75,209.75
71.5,213.17
71.5,216.17
71.5,219.17
71.5,222.17
72.75,149.75
72.75,188
72.83,206.17
72.75,224.5
73.7,130.5
73.5,134.5
73.5,137.5
73.5,140.5
73.7,154.5
73.5,158.5
73.5,161.5
73.5,164.5
73.5,167.5
73.5,170.5
73.7,178.5
73.5,182.5
73.5,185
74.5,144.75
74.5,174.17
74.5,192.75
74.5,196.17
74.5,199.17
74.5,202.17
74.5,210.75
74.5,214.17
74.5,217.17
74.5,220.17
74.75,227.25
75.5,149.25
75.5,188.25
75.5,206.25
75.5,223.83
76.7,126.5
76.5,130.5
76.5,133.5
76.5,136.5
76.5,139.5
76.5,142.5
76.7,153.5
76.5,157.5
76.5,160.5
76.5,163.5
76.5,166.5
76.5,169.5
76.5,172.5
76.7,177.5
76.5,181.5
76.5,184.5
77.7,146.9
77.7,191.9
77.5,195.83
77.5,198.83
77.5,201.83
77.5,204.83
77.7,209.9
77.5,213.83
77.5,216.83
77.5,219.83
77.5,222.83
77.7,227.9
77.5,231.17
78.75,187.75
79.7,124.9
79.5,128.83
79.5,131.83
79.5,134.83
79.5,137.83
79.5,140.83
79.5,143.83
79.7,151.9
79.5,155.83
79.5,158.83
79.5,161.83
79.5,164.83
79.5,167.83
79.5,170.83
79.5,173.83
79.5,176.83
79.5,179.83
79.5,182.83
79.5,185.5
80.5,147.5
80.5,192.5
80.5,195.5
80.5,198.5
80.5,201.5
80.5,204.5
80.5,207.5
80.5,210.5
80.5,213.5
80.5,216.5
80.5,219.5
80.5,222.5
80.5,225.5
80.5,228.5
80.3,232.3
81.75,189.75
82.7,123.9
82.5,127.83
82.5,130.83
82.5,133.83
82.5,136.83
82.5,139.83
82.5,142.83
82.5,145.83
82.7,150.9
82.5,154.83
82.5,157.83
82.5,160.83
82.5,163.83
82.5,166.83
82.5,169.83
82.5,172.83
82.5,175.83
82.5,178.83
82.5,181.83
82.5,184.83
82.5,187.5
82.7,234.5
83.75,194.75
83.5,198.17
83.5,201.17
83.5,204.17
83.5,207.17
83.5,210.17
83.5,213.17
83.5,216.17
83.5,219.17
83.5,222.17
83.5,225.17
83.5,228.17
83.5,231.17
84.75,191.5
85.5,121.5
85.5,124.5
85.5,127.5
85.5,130.5
85.5,133.5
85.5,136.5
85.5,139.5
85.5,142.5
85.5,145.5
85.5,148.5
85.5,151.5
85.5,154.5
85.5,157.5
85.5,160.5
85.5,163.5
85.5,166.5
85.5,169.5
85.5,172.5
85.5,175.5
85.5,178.5
85.5,181.5
85.5,184.5
85.5,187.5
85.25,236
86.5,196.5
86.5,199.5
86.5,202.5
86.5,205.5
86.5,208.5
86.5,211.5
86.5,214.5
86.5,217.5
86.5,220.5
86.5,223.5
86.5,226.5
86.5,229.5
86.5,232.5
86.5,238.17
87.5,190.5
87.5,193.5
88.5,121.5
88.5,124.5
88.5,127.5
88.5,130.5
88.5,133.5
88.5,136.5
88.5,139.5
88.5,142.5
88.5,145.5
88.5,148.5
88.5,151.5
88.5,154.5
88.5,157.5
88.5,160.5
88.5,163.5
88.5,166.5
88.5,169.5
88.5,172.5
88.5,175.5
88.5,178.5
88.5,181.5
88.5,184.5
88.5,187.5
88.5,235.5
89.5,196.5
89.5,199.5
89.5,202.5
89.5,205.5
89.5,208.5
89.5,211.5
89.5,214.5
89.5,217.5
89.5,220.5
89.5,223.5
89.5,226.5
89.5,229.5
89.5,232.5
89.7,239.3
90.7,33.1
90.5,37
90.5,190.5
90.5,193.5
91.5,28.5
91.5,40.5
91.5,121.5
91.5,124.5
91.5,127.5
91.5,130.5
91.5,133.5
91.5,136.5
91.5,139.5
91.5,142.5
91.5,145.5
91.5,148.5
91.5,151.5
91.5,154.5
91.5,157.5
91.5,160.5
91.5,163.5
91.5,166.5
91.5,169.5
91.5,172.5
91.5,175.5
91.5,178.5
91.5,181.5
91.5,184.5
91.5,187.5
91.5,235.5
92.5,25.5
92.75,44
92.5,196.5
92.5,199.5
92.5,202.5
92.5,205.5
92.5,208.5
92.5,211.5
92.5,214.5
92.5,217.5
92.5,220.5
92.5,223.5
92.5,226.5
92.5,229.5
92.5,232.5
92.5,239.5
93.75,31.75
93.5,35.17
93.5,38.17
93.5,190.5
93.5,193.5
94.7,22.9
94.75,28.5
94.75,41.25
94.5,121.5
94.5,124.5
94.5,127.5
94.5,130.5
94.5,133.5
94.5,136.5
94.5,139.5
94.5,142.5
94.5,145.5
94.5,148.5
94.5,151.5
94.5,154.5
94.5,157.5
94.5,160.5
94.5,163.5
94.5,166.5
94.5,169.5
94.5,172.5
94.5,175.5
94.5,178.5
94.5,181.5
94.5,184.5
94.5,187.5
94.5,235.5
95.5,45.5
95.5,48.17
95.75,196.25
95.5,199.83
95.5,202.83
95.5,205.83
95.5,208.83
95.5,211.83
95.5,214.83
95.5,217.83
95.5,220.83
95.5,223.83
95.5,226.83
95.5,229.83
95.5,232.83
95.5,238.6
96.75,33.75
96.5,37.17
96.7,190.1
96.5,194
97.7,18.9
97.5,22.83
97.5,25.83
97.5,28.83
97.5,31.5
97.75,40.25
97.5,43.83
97.5,50.5
97.5,122.83
97.5,125.83
97.5,128.83
97.5,131.83
97.5,134.83
97.5,137.83
97.5,140.83
97.5,143.83
97.5,146.83
97.5,149.83
97.5,152.83
97.5,155.83
97.5,158.83
97.5,161.83
97.5,164.83
97.5,167.83
97.5,170.83
97.5,173.83
97.5,176.83
97.5,179.83
97.5,182.83
97.5,185.83
98.75,47.25
98.7,197.5
98.5,201.5
98.5,204.5
98.5,207.5
98.5,210.5
98.5,213.5
98.5,216.5
98.5,219.5
98.5,222.5
98.5,225.5
98.5,228.5
98.5,231.5
98.5,234.5
98.25,237.63
99.7,35.1
99.7,189.5
99.5,193.5
100.5,15.5
100.5,18.5
100.5,21.5
100.5,24.5
100.5,27.5
100.5,30.5
100.5,39.5
100.5,42.5
100.5,51.33
100.5,125.5
100.5,128.5
100.5,131.5
100.5,134.5
100.5,137.5
100.5,140.5
100.5,143.5
100.5,146.5
100.5,149.5
100.5,152.5
100.5,155.5
100.5,158.5
100.5,161.5
100.5,164.5
100.5,167.5
100.5,170.5
100.5,173.5
100.5,176.5
100.5,179.5
100.5,182.5
100.5,185.5
101.75,45.75
101.5,49.17
101.7,197.1
101.5,201.17
101.5,204.17
101.5,207.17
101.5,210.17
101.5,213.17
101.5,216.17
101.5,219.17
101.5,222.17
101.5,225.17
101.5,228.17
101.5,231.17
101.5,234.17
101.5,236.67
102.7,33.9
102.5,37.83
102.5,189.5
102.5,192.5
103.5,14.5
103.5,17.5
103.5,20.5
103.5,23.5
103.5,26.5
103.5,29.5
103.5,41.5
103.5,53.5
103.5,126.5
103.5,129.5
103.5,132.5
103.5,135.5
103.5,138.5
103.5,141.5
103.5,144.5
103.5,147.5
103.5,150.5
103.5,153.5
103.5,156.5
103.5,159.5
103.5,162.5
103.5,165.5
103.5,168.5
103.5,171.5
103.5,174.5
103.5,177.5
103.5,180.5
103.5,183.5
103.5,186.5
104.75,44.25
104.5,47.83
104.5,50.83
104.75,195.75
104.5,199.17
104.5,202.17
104.5,205.17
104.5,208.17
104.5,211.17
104.5,214.17
104.5,217.17
104.5,220.17
104.5,223.17
104.5,226.17
104.5,229.17
104.5,232
104,234.25
105.7,32.1
105.5,36.17
105.5,39.17
105.7,189.9
105.5,193.5
106.5,12.5
106.5,15.5
106.5,18.5
106.5,21.5
106.5,24.5
106.5,27.5
106.5,54.5
106.5,125.83
106.5,128.83
106.5,131.83
106.5,134.83
106.5,137.83
106.5,140.83
106.5,143.83
106.5,146.83
106.5,149.83
106.5,152.83
106.5,155.83
106.5,158.83
106.5,161.83
106.5,164.83
106.5,167.83
106.5,170.83
106.5,173.83
106.5,176.83
106.5,179.83
106.5,182.83
106.5,185.83
107.75,42.75
107.5,46.17
107.5,49.17
107.5,52.17
107.7,197.1
107.5,201.17
107.5,204.17
107.5,207.17
107.5,210.17
107.5,213.17
107.5,216.17
107.5,219.17
107.5,222.17
107.5,225.17
107.5,228.17
107.25,231.13
108.7,30.9
108.5,34.83
108.5,37.83
108.5,40.5
108.5,189.5
108.5,192.5
109.75,11.25
109.5,14.83
109.5,17.83
109.5,20.83
109.5,23.83
109.5,26.83
109.75,56.25
109.5,126.83
109.5,129.83
109.5,132.83
109.5,135.83
109.5,138.83
109.5,141.83
109.5,144.83
109.5,147.83
109.5,150.83
109.5,153.83
109.5,156.83
109.5,159.83
109.5,162.83
109.5,165.83
109.5,168.83
109.5,171.83
109.5,174.83
109.5,177.83
109.5,180.83
109.5,183.83
109.5,186.83
110.7,44.1
110.5,48.17
110.5,51.17
110.5,54
110.5,87.25
110.7,195.1
110.5,199.17
110.5,202.17
110.5,205.17
110.5,208.17
110.5,211.17
110.5,214.17
110.5,217.17
110.5,220.17
110.5,223.17
110.5,226
109.5,228
111.5,30.5
111.5,33.5
111.5,36.5
111.5,39.5
111.75,79.75
111.5,83.17
111.75,190.25
112.75,9.75
112.5,13.17
112.5,16.17
112.5,19.17
112.5,22.17
112.5,25.17
112.5,28.17
112.75,57.75
112.5,128.17
112.5,131.17
112.5,134.17
112.5,137.17
112.5,140.17
112.5,143.17
112.5,146.17
112.5,149.17
112.5,152.17
112.5,155.17
112.5,158.17
112.5,161.17
112.5,164.17
112.5,167.17
112.5,170.17
112.5,173.17
112.5,176.17
112.5,179.17
112.5,182.17
112.5,185.17
112.5,188
113.7,42.9
113.5,46.83
113.5,49.83
113.5,52.83
113.5,55.5
113.7,72.9
113.5,76.83
113.5,85.83
113.75,194.25
113.5,197.83
113.5,200.83
113.5,203.83
113.5,206.83
113.5,209.83
113.5,212.83
113.5,215.83
113.5,218.5
112.83,222
114.5,32.5
114.5,35.5
114.5,38.5
114.5,65.5
114.5,68.5
114.5,80.5
114.5,83.33
114.75,191.25
115.75,8.25
115.5,11.83
115.5,14.83
115.5,17.83
115.5,20.83
115.5,23.83
115.5,26.83
115.5,29.83
115.75,59.25
115.5,130.5
115.5,133.5
115.5,136.5
115.5,139.5
115.5,142.5
115.5,145.5
115.5,148.5
115.5,151.5
115.5,154.5
115.5,157.5
115.5,160.5
115.5,163.5
115.5,166.5
115.5,169.5
115.5,172.5
115.5,175.5
